time,latitude,longitude,t2m,tp
2007-08-01T12:00:00,37.021,-108.685,291.3071295339902,0.0001280862041219185
2007-09-01T12:00:00,37.021,-108.685,292.3783124853534,0.00011232559697410549
2007-10-01T12:00:00,37.021,-108.685,280.94411479204916,0.0
2007-11-01T12:00:00,37.021,-108.685,276.59671177466134,7.505051022767273e-07
2007-12-01T12:00:00,37.021,-108.685,280.93421933753314,0.01639428362250328
2008-01-01T12:00:00,37.021,-108.685,252.82123305741442,5.00336734852308e-07
2008-02-01T12:00:00,37.021,-108.685,257.9520262239901,0.0
2008-03-01T12:00:00,37.021,-108.685,271.51622050187564,7.505051022767273e-07
2008-04-01T12:00:00,37.021,-108.685,270.67263300438174,7.505051022767273e-07
2008-05-01T12:00:00,37.021,-108.685,276.87955684957865,0.0001568555663758655
2008-06-01T12:00:00,37.021,-108.685,283.11699167953344,7.505051022767273e-07
2008-07-01T12:00:00,37.021,-108.685,290.0825670376281,0.0004370441378925621
2008-08-01T12:00:00,37.021,-108.685,293.88077232937474,0.0
2008-09-01T12:00:00,37.021,-108.685,288.112546967723,0.004317655853398809
2008-10-01T12:00:00,37.021,-108.685,283.5111606177564,7.505051022767273e-07
2008-11-01T12:00:00,37.021,-108.685,278.5007621477927,0.0
2008-12-01T12:00:00,37.021,-108.685,274.55247579588587,7.505051022767273e-07
2009-01-01T12:00:00,37.021,-108.685,260.3805356864725,0.0
2009-02-01T12:00:00,37.021,-108.685,264.894512188214,0.0
2009-03-01T12:00:00,37.021,-108.685,270.91754550365414,7.505051022767273e-07
2009-04-01T12:00:00,37.021,-108.685,275.2385606423325,2.501683674256336e-06
2009-05-01T12:00:00,37.021,-108.685,280.0947549460876,0.0
2009-06-01T12:00:00,37.021,-108.685,283.4534371330794,2.7018183681967387e-05
2009-07-01T12:00:00,37.021,-108.685,292.7023886207542,0.0
2009-08-01T12:00:00,37.021,-108.685,288.6600954509448,0.0
2009-09-01T12:00:00,37.021,-108.685,292.01795301672695,3.6774750011566576e-05
2009-10-01T12:00:00,37.021,-108.685,277.5334814688481,0.0
2009-11-01T12:00:00,37.021,-108.685,271.02144777607276,0.0
2009-12-01T12:00:00,37.021,-108.685,269.32685119019794,5.00336734852308e-07
2010-01-01T12:00:00,37.021,-108.685,255.28025350465467,1.0006734697028813e-06
2010-02-01T12:00:00,37.021,-108.685,258.9547656149506,4.5030306136620984e-06
2010-03-01T12:00:00,37.021,-108.685,264.3782993109596,1.4759933678111861e-05
2010-04-01T12:00:00,37.021,-108.685,278.4521094964221,0.0013213893167421352
2010-05-01T12:00:00,37.021,-108.685,273.5893182229896,1.1507744901578798e-05
2010-06-01T12:00:00,37.021,-108.685,291.21889506455534,0.0
2010-07-01T12:00:00,37.021,-108.685,292.7279518782541,2.2515153068319166e-06
2010-08-01T12:00:00,37.021,-108.685,291.74665263874505,0.00039601652563476045
2010-09-01T12:00:00,37.021,-108.685,285.1480337189542,0.0
2010-10-01T12:00:00,37.021,-108.685,285.81515227757836,0.0
2010-11-01T12:00:00,37.021,-108.685,274.55824814435357,5.00336734852308e-07
2010-12-01T12:00:00,37.021,-108.685,264.19028567515454,0.0
